-BEGIN HEADER-,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,
Dates (month/day/year): 01/01/2017 through 12/20/2023 ,,,,,,,,,,,
Location: Latitude  27.0062   Longitude 88.682 ,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1212.3 meters,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,,,,
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,,,,
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) ,,,,,,,,,,,
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) ,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) ,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) ,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) ,,,,,,,,,,,
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) ,,,,,,,,,,,
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) ,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2017,1,1,2.74,4.29,0.46,257.59,48.05,73.94,0.73,0.14,6.59
2017,1,2,2.72,4.4,0.45,239.04,48.26,76.31,0.79,0.16,6.75
2017,1,3,2.73,4.41,0.46,251.52,49.37,77.62,0.75,0.15,6.88
2017,1,4,3.46,4.54,0.58,243.37,60.57,79.22,0.94,0.18,8.19
2017,1,5,2.69,4.1,0.45,262.41,46.87,69.41,0.8,0.16,6.48
2017,1,6,3.28,4.51,0.55,255.73,57.66,78.36,1.02,0.2,7.9
2017,1,7,3.28,4.83,0.54,251.71,56.95,83.66,1.07,0.2,7.84
2017,1,8,3.6,4.66,0.59,246.56,62.22,80.3,1.07,0.2,8.37
2017,1,9,2.88,4.6,0.47,248.82,49.66,78.79,0.85,0.16,6.81
2017,1,10,2.7,3.62,0.44,243.34,43.8,57.57,0.58,0.12,5.56
2017,1,11,2.86,4.59,0.47,255.38,48.66,76.45,0.71,0.14,6.59
2017,1,12,3.75,4.79,0.61,237.25,63.37,80.14,0.9,0.18,8.52
2017,1,13,4.08,4.9,0.66,227.41,69.15,83.09,0.95,0.19,9.25
2017,1,14,4.11,4.87,0.66,228.32,70.13,82.96,1.02,0.2,9.39
2017,1,15,4.51,4.92,0.72,231.18,78.27,86.09,1.17,0.23,10.47
2017,1,16,4.36,5.05,0.7,231.96,74.95,87.55,1.11,0.22,10.12
2017,1,17,4.1,4.83,0.65,235.62,70.55,83.01,1.07,0.21,9.41
2017,1,18,4.14,5.03,0.65,232.66,70.88,86.64,1.02,0.2,9.59
2017,1,19,4.89,5.19,0.77,228.7,84.02,89.84,1.3,0.26,11.27
2017,1,20,4.45,5.07,0.7,239.36,76.26,86.79,1.21,0.23,10.3
2017,1,21,4.55,4.99,0.7,246.7,78.7,86.39,1.16,0.23,10.56
2017,1,22,4.72,5.15,0.73,243.52,81.66,89.32,1.15,0.23,11
2017,1,23,4.54,5.03,0.7,243.52,76.73,85.06,1,0.2,10.17
2017,1,24,4.56,4.84,0.7,238.54,76.41,81.8,1.02,0.2,9.94
2017,1,25,4.67,5.01,0.7,240.65,79.34,85.33,1.12,0.23,10.55
2017,1,26,4.91,5.21,0.73,239.84,84.29,89.89,1.26,0.25,11.28
2017,1,27,2.33,5.07,0.34,276.13,42.58,89.11,0.75,0.15,6.1
2017,1,28,3.31,4.73,0.49,259.6,57.02,80.52,0.72,0.15,7.59
2017,1,29,3.71,4.73,0.55,251.84,62.02,78.68,0.79,0.16,8.15
2017,1,30,2.26,4.75,0.33,274.88,40.51,81.43,0.68,0.13,5.73
2017,1,31,2.72,4.9,0.4,267.23,47.59,82.62,0.8,0.16,6.64
2017,2,1,3.05,4.75,0.44,265.28,52.6,80.48,0.76,0.15,7.05
2017,2,2,3.11,4.45,0.45,266.59,53.02,73.96,0.78,0.16,6.91
2017,2,3,4.57,5.23,0.65,229.23,78.93,90.14,1.16,0.23,10.49
2017,2,4,4.9,5.47,0.7,242.29,85.91,95.7,1.37,0.27,11.6
2017,2,5,4.92,5.66,0.7,245.41,85.44,97.67,1.41,0.27,11.66
2017,2,6,4.68,5.61,0.66,246.07,81.34,96.77,1.41,0.27,11.04
2017,2,7,4.26,5.3,0.59,244.13,73.32,90.38,1.2,0.23,9.66
2017,2,8,3.93,5.62,0.54,258.55,69.41,97.89,1.23,0.24,9.45
2017,2,9,4.32,5.72,0.59,256.77,76.34,99.84,1.38,0.27,10.45
2017,2,10,4.26,5.73,0.58,241.66,72.2,95.64,1.23,0.24,9.77
2017,2,11,5.33,5.96,0.72,228.37,91.04,101.43,1.6,0.31,12.41
2017,2,12,4.38,5.91,0.59,246.31,77.2,102.42,1.42,0.27,10.75
2017,2,13,4.42,5.54,0.59,249.21,75.33,93.34,1.28,0.25,10.07
2017,2,14,4.01,5.61,0.53,248.76,68.91,93.98,1.17,0.23,9.38
2017,2,15,4.9,5.45,0.65,220.54,81.27,90.1,1.17,0.23,10.52
2017,2,16,4.93,5.43,0.64,241.9,84.71,92.97,1.43,0.27,11.22
2017,2,17,5.19,5.69,0.67,241.2,89.89,98.37,1.6,0.31,12
2017,2,18,5.22,5.48,0.67,249.33,90.38,95.02,1.6,0.31,11.87
2017,2,19,3.57,5.02,0.45,275.13,62.05,85.27,1.1,0.21,8.08
2017,2,20,2.61,5.33,0.34,295.28,46.06,90.67,0.91,0.17,6.25
2017,2,21,3.42,5.75,0.43,279.08,60.61,99.27,1.2,0.23,8.38
2017,2,22,3.82,6.15,0.48,266.62,67.93,107.09,1.39,0.27,9.5
2017,2,23,4.74,6.31,0.59,257.6,82.66,108.05,1.67,0.32,11.37
2017,2,24,3.94,6.44,0.49,270.2,70.12,111.8,1.46,0.28,9.94
2017,2,25,2.95,6.19,0.37,273.65,52.78,106.95,1.11,0.21,7.42
2017,2,26,2.84,6.18,0.35,280.09,51.4,106.8,1.12,0.21,7.39
2017,2,27,3.1,6.08,0.38,275.29,55.76,104.52,1.14,0.22,7.86
2017,2,28,4.24,6.18,0.52,264.98,74.35,106.2,1.41,0.27,10.12
2017,3,1,4.39,6.48,0.53,280.9,78.39,113.7,1.61,0.3,11.1
2017,3,2,3.97,6.52,0.48,278.52,70.89,114.35,1.45,0.28,10.04
2017,3,3,4.53,6.55,0.54,258.07,81.51,115.68,1.65,0.32,11.37
2017,3,4,5.19,6.74,0.61,245.05,90.78,116.41,1.89,0.36,12.61
2017,3,5,4.43,6.08,0.52,255.61,76.34,101.98,1.38,0.27,10.27
2017,3,6,5.15,6.9,0.6,244.91,90.13,118.62,1.61,0.32,12.56
2017,3,7,4.8,6.92,0.55,245.2,84.5,119.45,1.56,0.3,11.83
2017,3,8,4.59,6.71,0.53,262.36,81.77,116.51,1.39,0.27,11.4
2017,3,9,2.84,6.11,0.33,277.72,51.86,104.65,1.01,0.2,7.34
2017,3,10,3.11,5.48,0.35,275.05,53.84,88.84,0.91,0.18,6.98
2017,3,11,1,6.14,0.12,281.32,20.07,105.38,0.39,0.08,2.88
2017,3,12,3.38,7.03,0.38,255.11,60.88,120.7,1.17,0.23,8.7
2017,3,13,4.81,7.01,0.54,245.87,84.98,121.48,1.57,0.31,11.84
2017,3,14,3.63,7.03,0.41,263.44,65.38,121.41,1.29,0.26,9.38
2017,3,15,4.36,6.78,0.48,262.95,77.96,117.17,1.55,0.3,10.76
2017,3,16,3.21,6.76,0.35,289.84,58.26,116.34,1.2,0.23,8.2
2017,3,17,2.39,6.41,0.27,283.22,45.52,110.93,0.86,0.17,6.33
2017,3,18,3.49,6.32,0.38,254.19,62.46,106.87,1.14,0.23,8.58
2017,3,19,4.15,6.53,0.45,255.89,74.4,111.06,1.43,0.28,10.15
2017,3,20,3.71,6.54,0.4,265.96,67.22,111.76,1.34,0.27,9.24
2017,3,21,5.82,7.09,0.62,240.63,100.67,121.18,1.95,0.38,13.95
2017,3,22,5.39,6.77,0.58,263.02,93.65,116.51,1.75,0.34,12.56
2017,3,23,4.01,6.22,0.42,284.5,70.21,105.04,1.42,0.27,9.23
2017,3,24,3.62,5.96,0.38,300.34,63.72,99.64,1.23,0.24,8.23
2017,3,25,4.97,6.36,0.52,283.38,87.36,109.12,1.55,0.3,11.52
2017,3,26,3.02,6.48,0.31,294.57,56.18,111.73,1.13,0.23,7.83
2017,3,27,5.33,6.7,0.55,288.03,93.88,115.67,1.79,0.35,12.7
2017,3,28,3.73,6.01,0.38,300.89,65.8,101.89,1.12,0.22,8.45
2017,3,29,3.3,6.22,0.34,317.88,60.44,106.48,1.13,0.23,8.13
2017,3,30,4.32,6.22,0.45,303.24,76.43,106.77,1.33,0.26,9.94
2017,3,31,4.51,6.62,0.46,309.22,81.5,115.07,1.58,0.31,11.03
2017,4,1,2.3,6.2,0.23,309.82,42.34,105.92,0.79,0.16,5.66
2017,4,2,3.93,6.76,0.4,292.24,70.38,116.09,1.3,0.26,9.54
2017,4,3,4.42,6.79,0.45,283.85,79.63,116.82,1.5,0.3,10.76
2017,4,4,4.39,6.9,0.45,293.42,79.95,119.79,1.52,0.3,10.88
2017,4,5,3.89,7.31,0.39,311.07,72.33,129.56,1.58,0.31,10.3
2017,4,6,4.52,7.03,0.45,308.71,81.54,121.91,1.72,0.34,11.29
2017,4,7,5.37,7.57,0.53,292.09,96.54,132.21,2.08,0.4,13.35
2017,4,8,5.95,7.71,0.59,271.72,104.88,132.51,2.3,0.45,14.57
2017,4,9,6.81,8.3,0.67,265.02,120.84,144.23,2.66,0.51,17.05
2017,4,10,6.45,8.3,0.63,266.09,114.94,144.59,2.6,0.5,16.25
2017,4,11,6.76,8,0.66,254.7,118.9,138.23,2.58,0.49,16.46
2017,4,12,6.35,7.63,0.62,266.65,110.91,130.92,2.29,0.45,14.98
2017,4,13,4.04,6.75,0.39,281.16,71.59,113.62,1.34,0.27,9.33
2017,4,14,5.08,6.64,0.49,279.16,88.64,112.19,1.59,0.31,11.43
2017,4,15,2.37,6.86,0.23,295.98,46.44,118.09,0.84,0.16,6.25
2017,4,16,6.28,8.24,0.6,252.09,112.92,145.14,2.04,0.41,15.83
2017,4,17,7.04,8.62,0.68,249.95,126.29,152.19,2.3,0.45,18.05
2017,4,18,5.22,7.92,0.5,294.42,95.73,140.78,1.9,0.38,13.56
2017,4,19,3.93,6.79,0.38,301.76,72.82,116.62,1.34,0.27,9.69
2017,4,20,3.48,6.7,0.33,313.57,65.46,116.18,1.25,0.25,8.7
2017,4,21,4.59,7.04,0.44,312.42,83.13,122.16,1.71,0.34,11.18
2017,4,22,3.84,7.05,0.37,311.43,72.34,124.66,1.53,0.3,9.8
2017,4,23,3.51,7.4,0.33,321.19,66.91,132.04,1.5,0.3,9.33
2017,4,24,3.73,7.4,0.35,314.7,69.05,130.24,1.55,0.3,9.51
2017,4,25,5.24,7.91,0.49,303.44,93.93,137.03,2.03,0.39,13.01
2017,4,26,5.76,8.52,0.54,286.58,104.3,149.77,2.45,0.47,14.89
2017,4,27,6.17,8.47,0.58,278.05,109.71,146.38,2.48,0.48,15.45
2017,4,28,4.61,7.95,0.43,291.17,84.77,138.96,1.82,0.35,11.88
2017,4,29,3.99,7.22,0.38,302.76,73.49,124.31,1.48,0.29,9.88
2017,4,30,5.41,7.33,0.5,291.37,96.59,126.54,1.97,0.38,12.96
2017,5,1,2.15,7.35,0.2,305.2,41.53,127.07,0.79,0.16,5.67
2017,5,2,6.07,8.22,0.56,279.58,109.75,144.22,2.34,0.45,15.59
2017,5,3,4.42,7.34,0.41,301.4,80.62,125.86,1.67,0.33,11.02
2017,5,4,3,6.83,0.27,303.46,56.23,116.03,1.09,0.22,7.47
2017,5,5,5.06,7.51,0.47,299.11,92.02,130.94,1.82,0.36,12.51
2017,5,6,2.25,7.79,0.2,300.57,44.06,137.49,0.94,0.19,6.35
2017,5,7,7.04,7.6,0.64,262.3,123.01,130.73,2.46,0.48,16.55
2017,5,8,4.45,7.04,0.41,299.21,81.18,122.18,1.45,0.29,10.62
2017,5,9,1.61,5.72,0.15,300.66,30.59,90.17,0.39,0.08,3.36
2017,5,10,3.99,7.69,0.37,317.4,76.4,137.34,1.66,0.32,10.8
2017,5,11,3.42,7.34,0.31,311.78,65.49,129.44,1.33,0.26,8.93
2017,5,12,5.29,7.86,0.48,308.48,98.93,142.09,2.19,0.42,13.86
2017,5,13,4.9,7.67,0.45,316.84,92.31,137.05,2.05,0.4,12.84
2017,5,14,4.08,7.05,0.37,316.95,76.81,123.8,1.57,0.3,10.29
2017,5,15,2.16,7.02,0.2,317.38,42.67,121.95,0.81,0.16,5.74
2017,5,16,3.79,7.58,0.34,313,71.8,135.13,1.56,0.3,9.97
2017,5,17,3.94,8.29,0.35,320.73,76.52,151.79,1.79,0.35,11.28
2017,5,18,4.59,7.6,0.41,316.3,84.55,132.08,1.77,0.34,11.47
2017,5,19,4.07,7.67,0.37,323.38,76.69,135.34,1.63,0.32,10.68
2017,5,20,4.62,7.59,0.41,315.24,84.75,133.48,1.77,0.34,11.41
2017,5,21,4.7,7.63,0.42,304.56,86.5,134.09,1.88,0.36,11.88
2017,5,22,4.45,7.64,0.4,311.76,82.83,135.48,1.79,0.34,11.39
2017,5,23,5.83,7.69,0.52,305.79,106.04,135.16,2.34,0.45,14.45
2017,5,24,5.09,7.98,0.45,313.55,94.71,142.19,2.23,0.42,13.28
2017,5,25,5.03,7.26,0.45,314.89,92.07,127.34,1.97,0.38,12.2
2017,5,26,3.99,7.26,0.36,314.69,76.45,126.91,1.58,0.3,10.27
2017,5,27,3.24,7.17,0.29,325.34,59.73,125.31,1.21,0.23,7.98
2017,5,28,3.55,7.92,0.32,322.36,68.58,141.05,1.45,0.29,9.66
2017,5,29,5.73,7.98,0.51,306.38,105.35,142.98,2.17,0.42,14.58
2017,5,30,3.3,8.68,0.3,319.16,65.35,161.94,1.59,0.31,9.88
2017,5,31,4.58,8.57,0.41,327.85,87.16,155.89,1.96,0.38,12.72
2017,6,1,4.83,7.92,0.43,318.31,89.96,141.08,1.99,0.38,12.59
2017,6,2,3.58,7.26,0.32,320.23,66.48,124.76,1.4,0.27,9
2017,6,3,4.41,7.6,0.39,323.05,81.54,133.55,1.67,0.33,10.95
2017,6,4,6.91,8.45,0.61,295.95,124.66,148.9,2.72,0.52,17.31
2017,6,5,4.76,7.53,0.42,313.7,87.11,130.69,1.73,0.34,11.58
2017,6,6,6.08,7.49,0.54,298.52,109.69,131.65,2.16,0.42,14.57
2017,6,7,4.18,7.64,0.37,312,78.16,135.99,1.64,0.32,10.77
2017,6,8,3.46,7.77,0.3,328.78,67.85,141.09,1.55,0.3,9.54
2017,6,9,4.27,7.77,0.38,333.02,81.34,139.95,1.82,0.35,11.45
2017,6,10,4.74,8.19,0.42,331.87,89.74,148.32,2.02,0.39,12.73
2017,6,11,5.04,7.74,0.45,322.03,93.77,138.36,2.02,0.39,12.91
2017,6,12,4.8,8.23,0.42,327.12,91.86,151.49,2.13,0.41,13.23
2017,6,13,5.6,8.54,0.49,324.41,105.51,155.88,2.46,0.47,15.09
2017,6,14,5.89,7.66,0.52,316.34,108.85,137.23,2.38,0.46,14.87
2017,6,15,4.58,7.52,0.41,330.5,86.09,134.5,1.88,0.37,11.7
2017,6,16,3.97,7.88,0.35,329.73,76.54,143.47,1.73,0.34,10.84
2017,6,17,4.26,8.16,0.38,334.04,82.77,148.97,1.95,0.38,12.02
2017,6,18,4.08,7.49,0.36,333.97,77.05,132.77,1.65,0.32,10.63
2017,6,19,3.45,6.34,0.3,328.82,64.37,108.34,1.14,0.23,7.94
2017,6,20,3.07,7.07,0.27,337.98,60.3,126.34,1.27,0.25,8.24
2017,6,21,4.41,7.57,0.39,329.77,84.05,136.41,1.83,0.36,11.57
2017,6,22,4.01,7.49,0.35,331.25,76.99,134.8,1.61,0.31,10.48
2017,6,23,4.56,7.82,0.41,329.04,88.23,144.03,1.95,0.38,12.48
2017,6,24,4.93,7.8,0.44,325.46,93.13,140.38,2.09,0.41,13.07
2017,6,25,4.77,8.37,0.42,327.41,92.29,154.87,2.16,0.42,13.46
2017,6,26,5.28,8.47,0.47,330.82,102.16,158.57,2.37,0.46,14.94
2017,6,27,4.31,8.6,0.38,327.54,83.7,160.62,2.07,0.4,12.51
2017,6,28,4.31,8.54,0.38,324.99,84.59,159.44,1.96,0.38,12.57
2017,6,29,4.15,8.4,0.37,321.95,82.76,156.39,1.92,0.38,12.25
2017,6,30,3.56,8.32,0.31,327.07,70.41,154.7,1.71,0.34,10.48
2017,7,1,3.95,8.47,0.35,335.05,79.12,159.39,1.97,0.38,11.9
2017,7,2,4.34,8.18,0.38,328.89,85.32,151.95,2,0.39,12.53
2017,7,3,4.24,8.36,0.38,324.8,83.22,156.9,1.94,0.38,12.31
2017,7,4,3.39,8.38,0.3,325.38,68.44,157.63,1.66,0.33,10.28
2017,7,5,3.58,8.53,0.32,332.56,71.68,160.66,1.78,0.35,10.86
2017,7,6,3.2,8.2,0.28,322.73,64.59,153.12,1.55,0.3,9.66
2017,7,7,5.33,8.45,0.48,310.58,103.02,157.98,2.55,0.49,15.07
2017,7,8,4.01,8.33,0.36,320.04,79.23,155.74,2.02,0.39,11.79
2017,7,9,2.99,8.16,0.27,327.55,59.78,152.57,1.5,0.29,8.89
2017,7,10,3.94,8.4,0.35,320.48,77.85,156.48,1.98,0.38,11.55
2017,7,11,2.9,8.57,0.26,321.49,59.25,161.3,1.54,0.3,9.12
2017,7,12,4.17,8.52,0.38,325.17,81.82,158.62,1.98,0.39,12.19
2017,7,13,4.97,8.36,0.45,327.61,96.51,154.98,2.21,0.43,14.04
2017,7,14,4.66,8.35,0.41,331.73,89.9,155.63,2.16,0.42,13.19
2017,7,15,5.39,8.29,0.48,323.15,103.66,153.5,2.33,0.45,14.95
2017,7,16,5.08,8.4,0.45,319.01,96.6,153.99,2.15,0.42,14.01
2017,7,17,5.8,8.35,0.52,321.07,111.4,154.82,2.54,0.49,15.99
2017,7,18,5.99,8.51,0.54,319.31,115.16,158.73,2.67,0.52,16.7
2017,7,19,4.33,8.57,0.39,326.24,85.05,160.23,2.12,0.41,12.65
2017,7,20,4.21,8.48,0.38,331.47,82.91,158.85,2.09,0.41,12.42
2017,7,21,3.94,8.46,0.35,326.81,77.9,159.3,1.95,0.38,11.7
2017,7,22,4.49,8.22,0.41,336.95,88.34,153.24,2.14,0.41,12.98
2017,7,23,4.13,8.3,0.38,318.02,81.55,155.41,2,0.39,12.1
2017,7,24,3.22,8.35,0.29,327.46,64.38,156.37,1.62,0.31,9.7
2017,7,25,3.71,8.42,0.34,326.98,73.44,158.62,1.81,0.35,11
2017,7,26,3.35,8.39,0.3,329.29,66.95,156.4,1.66,0.33,10.11
2017,7,27,4.49,7.89,0.41,329.04,87.16,144.94,1.97,0.38,12.52
2017,7,28,4.52,7.99,0.41,322.29,86.85,147.76,2.08,0.41,12.56
2017,7,29,2.54,7.99,0.23,317.12,52.09,148.41,1.28,0.25,7.85
2017,7,30,4.35,7.97,0.4,325.91,84.91,147.41,2.09,0.41,12.48
2017,7,31,4.69,7.93,0.43,325.63,90.93,146.66,2.13,0.41,13.1
2017,8,1,3.82,8.02,0.35,325.66,75.22,148.88,1.82,0.35,11.02
2017,8,2,3.91,8.09,0.36,330.2,77.16,151.83,1.91,0.38,11.46
2017,8,3,4.3,8,0.4,326.42,84.01,149.09,1.99,0.38,12.37
2017,8,4,4.4,7.81,0.41,328.26,85.51,145.91,1.98,0.38,12.37
2017,8,5,4.01,7.56,0.37,325.13,77.25,138.13,1.72,0.34,11.01
2017,8,6,4.72,7.8,0.44,323.95,90.2,143.8,2.09,0.41,12.94
2017,8,7,3.94,7.9,0.37,332.3,77.44,147.63,1.84,0.36,11.39
2017,8,8,3.56,7.96,0.33,335.15,71.05,149.47,1.78,0.34,10.62
2017,8,9,2.85,7.7,0.27,325.67,56.81,142.95,1.42,0.27,8.55
2017,8,10,2.3,7.87,0.22,333.2,46.79,149.38,1.13,0.22,7.17
2017,8,11,3.49,7.87,0.33,333.5,69.26,147.4,1.73,0.34,10.29
2017,8,12,1.82,7.47,0.17,321.95,37.12,138.38,0.84,0.16,5.55
2017,8,13,3.35,7.64,0.31,321.41,67.75,142.31,1.75,0.34,10.08
2017,8,14,3.93,7.75,0.37,320.16,76.73,143.89,1.88,0.37,11.32
2017,8,15,4.37,7.68,0.41,317.95,84.26,142.58,2.02,0.39,12.2
2017,8,16,3.89,7.64,0.37,331.66,76.27,142.77,1.82,0.35,11.2
2017,8,17,4.1,7.57,0.39,331.24,79.21,139.56,1.85,0.36,11.4
2017,8,18,3.47,7.59,0.33,325.51,68.42,141.23,1.64,0.32,10.13
2017,8,19,3.78,7.72,0.36,322.45,73.65,144.09,1.84,0.36,10.94
2017,8,20,3.95,7.78,0.38,322.5,77.74,145.96,1.84,0.36,11.45
2017,8,21,3.36,7.66,0.32,327.39,65.59,141.79,1.6,0.31,9.69
2017,8,22,3.94,7.7,0.38,329.26,76.28,142.91,1.86,0.37,11.24
2017,8,23,4.65,7.61,0.45,329.54,89.3,140.5,2.09,0.41,12.91
2017,8,24,4.43,7.64,0.43,325.71,84.92,142.04,2.05,0.4,12.34
2017,8,25,5.15,7.54,0.5,320.91,97.45,138.34,2.23,0.43,13.88
2017,8,26,4.48,7.2,0.44,322.51,85.38,132.19,1.98,0.38,12.12
2017,8,27,2.82,7.74,0.27,322.51,57.09,145.01,1.44,0.28,8.68
2017,8,28,3.48,7.67,0.34,330.59,67.5,143.3,1.58,0.3,9.91
2017,8,29,4.91,7.65,0.48,319.78,94.42,142.74,2.17,0.42,13.64
2017,8,30,3.9,7.62,0.38,322.95,75.7,141.3,1.78,0.35,11.23
2017,8,31,4.04,7.43,0.4,324.22,79.05,138.09,1.88,0.37,11.6
2017,9,1,3.32,7.18,0.33,324.64,67.62,134.16,1.62,0.31,10.13
2017,9,2,3.54,7.16,0.35,324.25,68.35,132.1,1.62,0.32,10.01
2017,9,3,2.99,7.2,0.3,330.35,58.8,133.15,1.41,0.28,8.76
2017,9,4,4.47,7.21,0.45,330.08,84.98,133.18,1.91,0.37,12.22
2017,9,5,5.41,7.17,0.55,320.77,100.8,131.24,2.23,0.43,14.16
2017,9,6,4.32,6.9,0.44,324.17,80.31,124.5,1.83,0.35,11.27
2017,9,7,4.4,6.85,0.45,319.77,81.85,123,1.8,0.35,11.49
2017,9,8,3,6.35,0.3,331.1,57.09,113.6,1.27,0.25,8.07
2017,9,9,3.98,6.61,0.41,326.45,74.33,119.49,1.58,0.31,10.47
2017,9,10,3.31,6.94,0.34,319.21,64.27,128.6,1.42,0.28,9.36
2017,9,11,4.03,6.88,0.41,325.94,76.52,126.9,1.72,0.34,10.94
2017,9,12,3.68,6.46,0.38,328.11,68.85,115.55,1.48,0.29,9.62
2017,9,13,3.39,6.45,0.35,330.59,63.99,116.51,1.38,0.27,9.04
2017,9,14,3.72,6.69,0.39,327.14,70.2,121.55,1.55,0.3,9.91
2017,9,15,3.99,6.67,0.42,326.93,75.15,120.49,1.62,0.32,10.64
2017,9,16,5.83,7.11,0.62,304.17,109.02,131.31,2.34,0.45,15.31
2017,9,17,5.02,7.08,0.53,309.39,94.59,130.98,2.09,0.41,13.56
2017,9,18,3.86,6.97,0.41,321.22,74.46,130,1.75,0.34,10.98
2017,9,19,3.98,7.03,0.43,327.59,76.58,130.8,1.81,0.35,11.27
2017,9,20,2.55,6.79,0.27,324.8,50.76,126.36,1.23,0.24,7.66
2017,9,21,3.39,6.75,0.37,325.2,65.45,125.75,1.53,0.3,9.68
2017,9,22,3.89,6.75,0.42,327.74,74.34,124.66,1.71,0.34,10.88
2017,9,23,4.51,6.74,0.49,319.53,85.48,124.55,1.91,0.38,12.3
2017,9,24,3.92,6.63,0.43,324.54,74.77,122.62,1.69,0.33,10.86
2017,9,25,3.46,6.16,0.38,325.62,65.81,112.23,1.43,0.28,9.37
2017,9,26,3.88,6.28,0.43,316.8,72.5,114.06,1.59,0.3,10.19
2017,9,27,4.07,6.08,0.45,330.53,76.7,111.63,1.61,0.31,10.6
2017,9,28,4.55,6.15,0.51,305.7,82.95,109.81,1.73,0.34,11.48
2017,9,29,3.43,6.21,0.39,311.08,65.86,113.94,1.45,0.28,9.52
2017,9,30,2.98,5.93,0.34,318.28,57.3,108.31,1.26,0.24,8.26
2017,10,1,3.33,6.18,0.38,317.05,64.06,114.38,1.41,0.27,9.25
2017,10,2,3.12,6.21,0.36,307.38,60.24,114.4,1.34,0.26,8.74
2017,10,3,4.1,6.42,0.48,315.7,76.4,116.39,1.61,0.31,10.85
2017,10,4,4.67,6.45,0.54,313.02,87.05,118.77,1.83,0.35,12.27
2017,10,5,4.61,6.49,0.54,309.4,87.02,120.27,1.9,0.37,12.43
2017,10,6,5.12,6.47,0.6,304.94,95.63,120.08,2,0.38,13.49
2017,10,7,4.03,6.14,0.48,319.85,76.14,113.88,1.62,0.31,10.89
2017,10,8,3.21,6.09,0.38,320.29,60.63,111.01,1.29,0.25,8.77
2017,10,9,4.5,6.23,0.54,310.96,83.59,114.05,1.73,0.34,11.82
2017,10,10,1.69,6.01,0.2,328.99,33.31,111.55,0.79,0.15,5.08
2017,10,11,2.91,6.07,0.35,315.3,54.73,111.82,1.21,0.23,8.04
2017,10,12,4.43,6.2,0.54,316.27,82.46,114.01,1.75,0.34,11.72
2017,10,13,3.6,6.09,0.44,329.09,67.63,111.6,1.49,0.28,9.76
2017,10,14,3.49,5.88,0.43,315.01,64.34,106.03,1.43,0.27,9.16
2017,10,15,4.46,5.5,0.55,298.2,76.66,93.37,1.39,0.27,10.14
2017,10,16,4.59,5.3,0.57,285.41,79.01,90.59,1.4,0.27,10.38
2017,10,17,5.55,5.93,0.7,263.04,98.67,105.7,1.77,0.34,13.4
2017,10,18,5.96,6.15,0.75,271.48,108.26,112.12,1.98,0.39,14.84
2017,10,19,5.64,6.08,0.72,284.34,103.02,111.14,1.9,0.37,14.16
2017,10,20,4.12,5.87,0.53,288.73,77.57,108.91,1.55,0.3,11.03
2017,10,21,3.48,5.85,0.45,308.61,65.85,108.55,1.37,0.26,9.48
2017,10,22,3.32,5.9,0.43,307.93,61.35,106.94,1.21,0.23,8.8
2017,10,23,3.48,5.07,0.45,304.55,60.62,86.19,1.12,0.21,8.16
2017,10,24,3.4,5.1,0.45,290.03,58.76,86.11,1.02,0.2,7.87
2017,10,25,3.88,4.81,0.52,282.67,65.45,80.05,1.06,0.2,8.37
2017,10,26,3.87,5.05,0.52,273.65,67.34,87.19,1.1,0.21,8.91
2017,10,27,4.06,5.23,0.55,284.82,71.34,90.95,1.2,0.23,9.64
2017,10,28,3.43,5.27,0.46,287.08,60.88,91.31,1.1,0.21,8.46
2017,10,29,4.09,5.51,0.55,265.57,72.57,96.24,1.27,0.25,9.96
2017,10,30,4.29,5.27,0.59,260.74,75.98,92.22,1.28,0.25,10.35
