YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WD2M,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,GWETPROF,GWETROOT,GWETTOP
2020,210,18.74,95.25,23.63,87.73,1.26,2.38,0.46,1.91,186.94,2.75,5.06,1.27,3.79,189.75,0.95,0.98,0.95
2020,211,17.82,94.19,16.71,87.78,0.73,1.3,0.06,1.24,146.12,1.62,2.65,0.21,2.44,152.94,0.95,0.98,0.95
2020,212,17.82,93.62,26.36,87.75,0.91,1.92,0.14,1.78,238.88,2.11,4.3,0.34,3.97,223.75,0.95,0.98,0.95
2020,213,18.31,95.69,29.2,87.71,1.16,1.73,0.34,1.39,203.56,2.76,3.97,1.09,2.88,202.81,0.95,0.98,0.96
2020,214,18.01,88.94,18.64,87.63,0.91,1.59,0.38,1.2,232.94,1.98,3.38,0.7,2.68,232.12,0.95,0.98,0.95
2020,215,19.47,92,6.63,87.36,1.04,1.84,0.22,1.62,212.69,2.4,3.84,0.52,3.32,209.62,0.95,0.97,0.95
2020,216,19.17,87.69,4.59,87.12,0.73,1.59,0.06,1.52,203.81,1.69,3.5,0.08,3.42,215.19,0.94,0.96,0.94
2020,217,19.23,82.38,4.04,86.92,0.72,1.56,0.03,1.54,145.56,1.52,3.44,0.11,3.33,152.81,0.93,0.96,0.94
2020,218,20.2,92.25,30.59,87.2,0.99,2.25,0.09,2.16,118.06,2.14,4.5,0.3,4.2,115.31,0.93,0.96,0.95
2020,219,19.29,92.75,24.75,87.65,0.91,1.73,0.21,1.52,167.81,1.85,3.61,0.18,3.43,164.06,0.94,0.97,0.95
2020,220,19.65,90.75,3.02,87.59,1.03,1.97,0.1,1.87,193.5,2.27,4.13,0.2,3.93,207.94,0.93,0.96,0.94
2020,221,19.59,93.06,11.38,87.44,1.02,1.73,0.19,1.55,208.38,2.55,3.95,0.78,3.17,209.12,0.92,0.95,0.93
2020,222,18.62,94.94,33.41,87.49,1.07,2.09,0.05,2.04,151.19,2.24,4.05,0.25,3.8,161,0.93,0.96,0.95
2020,223,18.86,92.19,21.09,87.55,1.03,2.08,0.35,1.73,207.88,2.5,4.66,1.14,3.52,207.5,0.94,0.96,0.95
2020,224,18.74,94,27.86,87.45,1.2,1.95,0.38,1.57,183.5,2.73,4.25,1.25,3,185.75,0.94,0.97,0.95
2020,225,19.29,94.5,30.87,87.51,1,1.64,0.41,1.23,183.31,2.34,3.51,1.2,2.31,187.62,0.94,0.97,0.95
2020,226,19.23,92.62,20.2,87.46,0.98,1.77,0.39,1.38,160.69,2.19,3.91,0.81,3.1,166.44,0.95,0.97,0.95
2020,227,19.1,93.75,12.8,87.32,0.74,1.23,0.12,1.1,182.31,1.72,2.24,0.7,1.54,186.69,0.95,0.97,0.95
2020,228,18.49,90.94,10.94,87.36,0.75,1.66,0.1,1.56,178.12,1.79,3.67,0.34,3.34,179.88,0.94,0.97,0.95
2020,229,18.43,91.06,15.13,87.37,1.04,2.25,0.22,2.03,135.5,2.19,4.53,0.6,3.93,140.06,0.94,0.96,0.94
2020,230,18.55,92.75,6.99,87.41,1.13,2.09,0.36,1.73,151.38,2.41,4.45,0.83,3.62,156.5,0.93,0.96,0.94
2020,231,19.17,92.25,5.23,87.42,1.13,2.08,0.26,1.81,165.75,2.42,4.38,0.88,3.5,168.69,0.92,0.95,0.93
2020,232,18.43,93.94,18.97,87.46,1.03,2.06,0.27,1.8,140.75,2.35,4.34,0.55,3.78,146.94,0.92,0.95,0.93
2020,233,16.85,87.94,16.3,87.73,1.09,2.02,0.27,1.76,113.5,2.3,4.12,0.64,3.48,118.75,0.92,0.95,0.93
2020,234,16.78,89.38,10.48,87.97,0.86,1.57,0.31,1.26,136.81,1.84,3.37,0.88,2.48,139.94,0.91,0.95,0.93
2020,235,17.58,91.56,12.07,87.85,1.03,1.8,0.3,1.51,157.06,2.28,3.75,0.66,3.09,158.5,0.91,0.95,0.93
2020,236,18.19,93.56,18.28,87.7,1.23,2.23,0.39,1.84,191.81,2.9,5.01,1.27,3.73,193.25,0.91,0.95,0.93
2020,237,18.43,90.88,7.21,87.63,1.04,1.88,0.23,1.65,215,2.34,4,0.38,3.63,216.25,0.91,0.95,0.92
2020,238,18.49,88.31,5.35,87.74,0.66,1.43,0.09,1.35,187.44,1.5,2.95,0.32,2.63,200.38,0.91,0.95,0.92
2020,239,18.62,88.62,7.97,87.79,0.98,1.83,0.02,1.81,140.12,2.21,3.88,0.41,3.47,136.94,0.9,0.94,0.91
2020,240,17.64,89.56,12.15,87.81,0.87,1.67,0.07,1.61,168.38,1.84,3.54,0.12,3.41,176,0.9,0.94,0.91
2020,241,17.46,91,7.57,87.71,0.89,1.5,0.38,1.12,179.19,2.16,3.22,1.23,1.98,184.56,0.9,0.94,0.91
2020,242,18.25,92.88,8.09,87.65,1.09,1.99,0.46,1.53,208.56,2.63,4.6,1.05,3.55,208.5,0.89,0.93,0.91
2020,243,18.43,92.75,8.58,87.65,1.19,2.07,0.38,1.69,212.81,2.89,4.73,1.3,3.42,211.31,0.89,0.93,0.91
2020,244,18.68,95.44,22.86,87.72,1.02,1.82,0.36,1.46,201.88,2.28,3.7,1.38,2.31,198.62,0.89,0.93,0.92
2020,245,19.1,95.06,18.97,87.84,0.84,1.51,0.15,1.36,182.75,1.69,3.14,0.11,3.04,186.62,0.9,0.94,0.92
2020,246,17.94,90.25,4.2,88.1,0.86,1.8,0.08,1.73,162.62,1.93,3.98,0.15,3.83,147.19,0.9,0.94,0.91
2020,247,18.43,91.5,6.86,88.14,1,1.88,0.23,1.65,217.62,2.18,4.03,0.34,3.7,216.56,0.9,0.93,0.91
2020,248,18.37,92.75,13.72,87.99,1.04,2.02,0.34,1.69,217.81,2.62,4.53,1.12,3.41,214.38,0.89,0.93,0.91
2020,249,18.01,93.12,20.55,87.8,0.77,1.47,0.12,1.34,229.19,2.02,3.52,0.47,3.04,221.31,0.9,0.94,0.92
2020,250,18.01,94.56,26.9,87.75,0.74,1.23,0.18,1.05,176,1.98,3.34,0.51,2.84,183.06,0.91,0.95,0.93
2020,251,18.13,96.19,46.53,87.83,0.89,1.42,0.39,1.03,192.31,2.38,3.56,1.01,2.55,194.19,0.92,0.96,0.95
2020,252,17.76,93.56,37.42,87.9,0.93,1.41,0.55,0.85,179.81,2.2,3.14,1.64,1.5,182.88,0.94,0.97,0.95
2020,253,17.82,92.56,12.58,87.86,0.84,1.65,0.33,1.32,212.44,2.15,3.9,0.88,3.01,210.06,0.94,0.97,0.95
2020,254,17.76,92.88,15.59,87.62,0.77,1.61,0.13,1.48,204,1.98,3.9,0.55,3.35,205.12,0.94,0.96,0.94
2020,255,17.7,92.75,19.5,87.74,0.7,1.45,0.05,1.39,148.94,1.77,3.45,0.23,3.23,167.69,0.94,0.97,0.95
2020,256,18.13,93.06,10.32,87.92,0.78,1.41,0.28,1.12,175.12,1.9,3.42,0.55,2.88,180.19,0.94,0.96,0.94
2020,257,17.4,96.06,28.3,87.95,0.77,1.65,0.1,1.55,194.31,1.95,4.36,0.46,3.9,191.81,0.94,0.97,0.95
2020,258,17.52,93.38,23.27,87.88,0.87,1.8,0.2,1.6,198,2.18,4.4,0.34,4.05,198.44,0.95,0.97,0.95
2020,259,17.64,97.94,54.26,87.83,0.98,1.87,0.41,1.46,179.38,2.47,4.38,1.5,2.88,183.19,0.95,0.98,0.96
2020,260,18.19,96.75,22.94,87.72,1.01,1.84,0.55,1.29,202.69,2.69,4.46,1.54,2.92,202.69,0.96,0.98,0.96
2020,261,18.07,96.06,23.34,87.73,0.95,1.7,0.12,1.58,176.81,2.45,4.05,0.25,3.81,180.56,0.96,0.98,0.96
2020,262,17.46,93.44,12.08,87.76,0.72,1.36,0.11,1.25,159,1.59,3.22,0.24,2.98,161.69,0.96,0.98,0.96
2020,263,17.76,85,1.88,87.63,0.68,1.27,0.17,1.1,242.25,1.51,2.84,0.27,2.57,243.69,0.95,0.98,0.95
2020,264,18.19,83.81,2.05,87.51,0.62,1.16,0.05,1.12,119.38,1.45,2.8,0.2,2.59,122.62,0.95,0.97,0.95
2020,265,17.82,94.69,38.9,87.55,0.59,1.49,0.24,1.25,89.62,1.43,3.41,0.65,2.76,85.75,0.95,0.97,0.95
2020,266,16.54,92.94,43.86,87.76,0.8,1.38,0.39,0.99,85.12,1.71,2.72,1.05,1.66,89.31,0.95,0.98,0.96
2020,267,17.58,97.19,82.53,87.83,0.91,1.27,0.47,0.8,141.31,2.29,3.54,1.1,2.43,143.06,0.97,0.99,0.98
2020,268,17.46,95.56,18.84,87.83,0.63,0.98,0.27,0.71,176.31,1.59,2.21,0.91,1.31,184.06,0.98,0.99,0.97
2020,269,17.88,98.25,35.7,87.63,1,1.61,0.43,1.18,160.75,2.27,3.93,0.98,2.95,166.19,0.98,0.99,0.98
2020,270,18.07,95.06,57.18,87.59,0.94,1.49,0.28,1.21,171.19,2.6,3.88,1.19,2.69,177.19,0.98,0.99,0.98
2020,271,17.58,93.56,13.67,87.77,0.79,1.23,0.27,0.97,151.81,1.84,3.01,1.03,1.98,159.06,0.98,0.99,0.97
2020,272,17.21,89.56,3.14,87.85,0.67,1.2,0.25,0.95,150.38,1.63,3,0.44,2.56,149.69,0.97,0.98,0.97
2020,273,17.58,92.62,6.75,87.77,0.73,1.52,0.27,1.24,215.69,1.98,3.85,0.85,3.01,212,0.96,0.98,0.96
2020,274,17.4,91.62,1.55,87.72,0.63,1.25,0.33,0.92,178.06,1.62,3.18,0.54,2.64,178.12,0.95,0.98,0.95
2020,275,17.52,92.19,1.4,87.7,0.68,1.31,0.22,1.1,220,1.8,3.34,0.43,2.91,215.75,0.95,0.97,0.95
2020,276,16.91,89.38,1.57,87.8,0.67,1.41,0.22,1.2,181,1.74,3.78,0.3,3.48,178.81,0.94,0.96,0.95
2020,277,16.91,92.44,2.5,87.89,0.62,1.21,0.12,1.09,181.94,1.55,3.19,0.19,3,178.06,0.94,0.96,0.94
2020,278,17.03,90.56,1.25,87.94,0.62,1.28,0.14,1.14,183.12,1.7,3.52,0.16,3.36,180.5,0.93,0.95,0.93
2020,279,17.09,93.44,4.76,87.88,0.68,1.38,0.12,1.25,216.75,1.78,3.55,0.16,3.38,213.56,0.92,0.95,0.93
2020,280,17.21,92.12,4.55,87.96,0.77,1.45,0.3,1.15,203.56,1.95,3.67,0.55,3.12,204.75,0.92,0.95,0.93
2020,281,16.91,91.38,5,88.09,0.67,1.32,0.08,1.25,200.62,1.7,3.41,0.16,3.26,197.75,0.91,0.95,0.92
2020,282,16.05,85.38,1.19,88.13,0.64,1.16,0.11,1.05,158.25,1.45,3.05,0.27,2.77,154,0.91,0.95,0.92
2020,283,16.42,84.56,0,88.13,0.67,1.12,0.08,1.05,207.5,1.52,2.91,0.28,2.62,202.88,0.9,0.94,0.91
2020,284,16.6,85.56,0,88,0.62,1.2,0.16,1.03,170.12,1.53,3.12,0.25,2.88,180.69,0.89,0.93,0.91
2020,285,15.75,85.06,0.37,87.9,0.6,0.97,0.15,0.82,148.38,1.53,2.76,0.34,2.42,145,0.88,0.92,0.9
2020,286,15.81,86.75,0.81,87.85,0.47,1.04,0.07,0.97,203.94,1.34,2.95,0.12,2.84,188.5,0.88,0.91,0.9
2020,287,15.99,84.75,0.03,87.91,0.58,1.04,0.02,1.02,162.62,1.41,2.76,0.06,2.7,153.5,0.87,0.91,0.89
2020,288,15.69,82.69,0.03,87.98,0.63,1.05,0.23,0.83,147.25,1.53,2.84,0.44,2.41,147,0.86,0.91,0.89
2020,289,16.42,87.62,0.02,87.98,0.58,1.1,0.05,1.05,162.56,1.62,3.12,0.25,2.86,160.75,0.85,0.9,0.88
2020,290,16.78,90.12,0,87.95,0.55,1.17,0.13,1.04,185.56,1.69,3.44,0.4,3.05,187.62,0.85,0.89,0.88
2020,291,15.75,88.12,0,88,0.52,1.12,0.09,1.04,143.44,1.48,3.18,0.3,2.88,151.88,0.84,0.89,0.88
2020,292,14.89,83.88,0.01,88.03,0.6,1.11,0.26,0.86,123.88,1.66,3.08,0.49,2.59,130.25,0.84,0.88,0.88
2020,293,15.08,86.94,0,87.93,0.53,1.11,0.13,0.98,166,1.62,3.23,0.23,3,163.5,0.83,0.88,0.87
2020,294,15.32,88.12,0,87.95,0.49,0.91,0.12,0.8,192,1.48,2.78,0.14,2.64,188.75,0.82,0.88,0.87
2020,295,13.85,80.94,0.07,88.09,0.66,0.94,0.04,0.89,111.19,1.53,2.52,0.05,2.46,110.69,0.81,0.87,0.86
2020,296,13.24,78.38,0.22,87.96,0.66,1.02,0.04,0.98,130.69,1.56,2.72,0.12,2.6,134.44,0.81,0.86,0.86
2020,297,13.37,79.19,0.76,87.78,0.62,1.11,0.05,1.05,228.06,1.45,2.9,0.38,2.53,251.06,0.8,0.85,0.85
2020,298,13.61,83.38,4.87,87.91,0.57,1.09,0.12,0.97,159.19,1.23,2.92,0.23,2.69,168.31,0.8,0.85,0.85
2020,299,13.61,84.12,14.86,88.17,0.66,1.13,0.04,1.09,216.19,1.51,2.88,0.33,2.55,205.56,0.8,0.85,0.87
2020,300,13.61,86.5,8.38,88.23,0.55,1.05,0.22,0.83,218.44,1.41,2.87,0.49,2.38,217.06,0.8,0.86,0.87
2020,301,11.35,72.81,0.06,88.19,0.7,1.05,0.19,0.87,167.88,1.54,3.01,0.31,2.7,166.06,0.8,0.85,0.85
2020,302,11.17,69.31,0,88.32,0.7,0.96,0.25,0.71,112,1.48,2.57,0.4,2.17,112.56,0.8,0.84,0.85
2020,303,9.83,61.19,0,88.38,0.73,1.15,0.18,0.96,73.5,1.62,2.32,0.57,1.74,78.44,0.79,0.84,0.84
2020,304,8.18,48.75,0,88.33,0.85,1.23,0.28,0.95,102,1.82,2.6,0.62,1.98,106,0.78,0.83,0.84
2020,305,8.85,53.19,0.01,88.29,0.84,1.36,0.12,1.24,146.19,1.84,2.65,0.04,2.61,147.31,0.77,0.82,0.83
2020,306,12.02,72.88,0.03,88.32,0.62,0.94,0.13,0.8,160.31,1.48,2.68,0.23,2.45,163.62,0.77,0.81,0.83
2020,307,13.67,85.12,0.28,88.33,0.62,1.12,0.12,1,222.88,1.55,3.2,0.28,2.91,221.19,0.76,0.8,0.83
2020,308,12.45,80.88,0.01,88.31,0.57,0.91,0.03,0.88,123.94,1.34,2.7,0.15,2.55,123.94,0.76,0.8,0.82
2020,309,10.74,72.94,0,88.21,0.52,0.79,0.12,0.67,117.12,1.23,2.59,0.26,2.34,117.75,0.75,0.8,0.82
2020,310,9.28,70.81,0,88.35,0.61,0.9,0.14,0.76,104.75,1.43,2.76,0.16,2.6,104.5,0.74,0.79,0.81
2020,311,8.61,68.38,0.03,88.6,0.66,0.83,0.3,0.53,90.69,1.44,2.46,0.55,1.91,96.75,0.74,0.78,0.81
2020,312,8.73,65.06,0,88.66,0.66,1.04,0.06,0.98,96.31,1.43,2.57,0.3,2.27,115.94,0.73,0.78,0.8
2020,313,8.79,64.38,0,88.74,0.75,1.08,0.27,0.81,76,1.61,2.61,0.51,2.1,83.62,0.73,0.77,0.8
2020,314,9.16,65.12,0,88.61,0.79,1.08,0.1,0.98,78.44,1.62,2.54,0.17,2.37,76.56,0.73,0.77,0.8
2020,315,8.73,63.31,0,88.59,0.79,1.02,0.11,0.91,73.88,1.68,2.75,0.45,2.3,75.56,0.72,0.76,0.8
2020,316,8.18,58.12,0,88.7,0.82,1.18,0.2,0.98,91.62,1.72,2.46,0.61,1.85,93.81,0.71,0.75,0.79
2020,317,7.51,51.19,0,88.73,0.78,1.19,0.23,0.95,86.19,1.56,2.36,0.46,1.9,88.69,0.7,0.74,0.78
2020,318,7.93,54.75,0,88.61,0.66,1.02,0.09,0.93,95.88,1.37,2.38,0.14,2.23,98.12,0.7,0.73,0.78
2020,319,8.73,63.38,0.03,88.54,0.73,1.05,0.24,0.8,95.56,1.57,2.41,0.5,1.91,96.5,0.7,0.73,0.77
2020,320,8.85,62.88,0.07,88.54,0.75,1.04,0.23,0.8,97.94,1.55,2.41,0.59,1.83,101.25,0.69,0.73,0.77
2020,321,8.97,63.56,0,88.45,0.7,1.03,0.28,0.75,107.56,1.45,2.59,0.44,2.15,111.75,0.68,0.72,0.77
2020,322,10.01,80.69,0,88.19,0.66,1.04,0.3,0.73,158.12,1.69,3.2,0.29,2.91,153.12,0.68,0.71,0.76
2020,323,10.01,86.5,0,88.17,0.57,1.24,0.2,1.05,242.25,1.55,3.54,0.35,3.2,222.56,0.67,0.71,0.75
2020,324,8.85,80.19,0,88.24,0.56,0.88,0.22,0.66,110.5,1.58,2.9,0.38,2.52,114.12,0.67,0.7,0.74
2020,325,9.46,81.44,0,88.23,0.52,0.88,0.05,0.82,152.56,1.49,2.95,0.32,2.63,147.25,0.66,0.7,0.74
2020,326,9.52,84.56,0.01,88.2,0.47,0.87,0.12,0.75,183.44,1.29,2.76,0.16,2.6,172.12,0.66,0.7,0.73
2020,327,7.14,73,0,88.33,0.77,1.36,0.15,1.21,121.81,1.87,3.98,0.54,3.45,115,0.66,0.7,0.73
2020,328,6.35,61.25,0,88.51,0.66,0.91,0.32,0.59,113.25,1.44,2.57,0.52,2.05,115.88,0.66,0.69,0.72
2020,329,7.02,63.56,0,88.5,0.71,0.94,0.24,0.7,97.75,1.52,2.7,0.59,2.1,99.62,0.66,0.69,0.72
2020,330,7.26,62.5,0,88.53,0.78,1.02,0.3,0.71,92.56,1.62,2.64,0.67,1.97,94.62,0.65,0.68,0.71
2020,331,7.51,60.31,0,88.58,0.77,1.05,0.23,0.82,103.75,1.51,2.46,0.39,2.07,105,0.65,0.68,0.7
2020,332,7.08,56.06,0.11,88.67,0.5,0.9,0.07,0.83,110.19,0.89,1.52,0.13,1.39,159.44,0.64,0.67,0.7
2020,333,6.84,56.69,0,88.66,0.77,1.13,0.27,0.87,94.62,1.62,3,0.41,2.59,92.31,0.64,0.67,0.7
2020,334,7.39,59,0,88.6,0.68,0.96,0.07,0.89,96.5,1.38,2.47,0.38,2.09,94.38,0.63,0.66,0.69
2020,335,8.36,68.88,0,88.55,0.68,0.89,0.18,0.71,101.44,1.5,2.84,0.27,2.56,103.06,0.63,0.66,0.68
2020,336,9.09,75.06,0,88.57,0.6,0.93,0.12,0.81,105.38,1.34,2.8,0.18,2.62,109.94,0.62,0.66,0.68
2020,337,9.28,78.94,0,88.36,0.48,0.89,0.1,0.79,122.56,1.26,2.77,0.18,2.59,128,0.62,0.66,0.67
2020,338,9.4,83.88,0,88.3,0.55,1.02,0.09,0.94,112.44,1.41,3.1,0.13,2.97,127.81,0.62,0.65,0.67
2020,339,9.46,87.06,3.42,88.22,0.46,1.02,0.17,0.84,150.81,1.28,3.11,0.07,3.03,134.62,0.62,0.65,0.68
2020,340,9.09,86.44,1.55,88.28,0.49,0.8,0.03,0.77,139.31,1.34,2.69,0.09,2.6,139.88,0.62,0.66,0.68
2020,341,9.09,87.31,1.7,88.43,0.49,0.95,0.2,0.75,143.31,1.38,2.92,0.34,2.59,145.69,0.62,0.65,0.68
2020,342,8.91,83.56,0.31,88.56,0.53,1.04,0.25,0.8,121.62,1.37,3.15,0.37,2.78,125.94,0.62,0.65,0.67
2020,343,9.03,82.81,0.02,88.55,0.53,1.1,0.05,1.06,169.88,1.39,3.3,0.18,3.12,177.94,0.62,0.65,0.66
2020,344,9.7,86.81,0,88.38,0.47,1.14,0.08,1.06,196.06,1.28,3.45,0.2,3.24,198.19,0.62,0.65,0.66
2020,345,9.46,86.5,0,88.25,0.52,1.04,0.16,0.88,188,1.38,3.08,0.37,2.71,192.38,0.62,0.64,0.66
2020,346,8.24,79.88,0.07,88.29,0.47,1.04,0.07,0.98,146.81,1.25,3.09,0.11,2.98,154.44,0.61,0.64,0.66
2020,347,8.54,79.88,0.03,88.22,0.56,1.09,0.05,1.03,139.25,1.39,3.17,0.06,3.11,155.88,0.61,0.64,0.66
2020,348,8.67,80.12,0,88.06,0.54,1.15,0.04,1.11,140.81,1.41,3.34,0.17,3.16,138.62,0.61,0.63,0.65
2020,349,8.42,79.94,0,88.24,0.58,0.98,0.16,0.81,115.19,1.4,3.01,0.32,2.69,119.06,0.61,0.63,0.65
2020,350,7.02,70.75,0,88.42,0.72,1.02,0.16,0.87,94,1.54,2.83,0.22,2.61,98.88,0.6,0.63,0.64
2020,351,7.02,68.56,0,88.46,0.56,0.95,0.21,0.74,102.25,1.35,3.14,0.36,2.77,109.81,0.6,0.62,0.64
2020,352,7.39,76.75,0,88.29,0.66,1.44,0.15,1.29,139.56,1.73,3.95,0.32,3.64,124.94,0.6,0.62,0.63
2020,353,5.74,67.56,0.02,88.33,0.67,0.91,0.26,0.66,112.06,1.59,3.02,0.45,2.56,112.38,0.59,0.62,0.63
2020,354,4.82,58.94,0.01,88.44,0.82,1.33,0.26,1.08,97.94,1.66,3.28,0.43,2.85,99.88,0.59,0.62,0.62
2020,355,5.92,62.81,0,88.54,0.57,0.86,0.12,0.73,92.25,1.27,2.67,0.27,2.39,120.5,0.59,0.62,0.62
2020,356,6.53,64,0,88.4,0.73,1.21,0.27,0.94,89.69,1.51,3.14,0.55,2.59,108.25,0.59,0.62,0.62
2020,357,6.77,69,0,88.3,0.63,1.16,0.16,1,111.38,1.41,3.22,0.16,3.06,112.25,0.59,0.61,0.62
2020,358,7.02,68.94,0,88.23,0.7,1.2,0.27,0.93,107.88,1.5,3.13,0.45,2.69,109.62,0.59,0.61,0.62
2020,359,6.47,64.19,0,88.19,0.72,1.18,0.27,0.91,95.56,1.48,3.09,0.34,2.74,113.5,0.58,0.61,0.61
2020,360,5.43,56.25,0,88.2,0.64,0.99,0.06,0.93,134.69,1.4,3.02,0.11,2.91,138.12,0.58,0.6,0.61
2020,361,5.55,59.31,0,88.3,0.7,1.04,0.2,0.84,108.31,1.45,2.8,0.32,2.48,110.44,0.58,0.6,0.6
2020,362,5.68,61.94,0,88.2,0.67,1.21,0.27,0.95,124.5,1.46,3.28,0.32,2.95,124.56,0.57,0.6,0.6
2020,363,5.37,57.62,0,88.14,0.71,1.22,0.27,0.95,104.19,1.47,3.27,0.38,2.91,106.5,0.57,0.59,0.59
2020,364,5.13,54.94,0,88.23,0.59,1.02,0.19,0.84,99.06,1.32,2.83,0.43,2.4,103.69,0.57,0.59,0.59
2020,365,5.13,52.38,0,88.36,0.8,1.16,0.1,1.06,97.38,1.54,2.95,0.04,2.91,100.81,0.57,0.59,0.59
2020,366,5.37,53.19,0,88.39,0.73,1.15,0.18,0.97,102.75,1.48,3.05,0.3,2.76,105.81,0.56,0.59,0.59
2021,1,5.98,57,0,88.43,0.79,1.21,0.3,0.91,99.38,1.56,3.05,0.5,2.55,101.38,0.56,0.59,0.58
2021,2,5.86,57.25,0,88.39,0.77,1.19,0.41,0.77,108.88,1.53,3.12,0.56,2.56,111.38,0.56,0.58,0.58
2021,3,6.29,56.94,0,88.3,0.73,1.22,0.38,0.84,113,1.45,3.15,0.7,2.45,116.12,0.55,0.58,0.57
2021,4,7.02,58.94,0,88.38,0.7,1.18,0.2,0.98,106.31,1.35,2.98,0.26,2.72,108.12,0.55,0.58,0.57
2021,5,7.39,61.19,0.01,88.38,0.66,1.1,0.09,1.02,118.38,1.36,3.03,0.22,2.8,118.44,0.55,0.57,0.56
2021,6,8,66.81,0,88.21,0.73,1.29,0.35,0.94,117.31,1.52,3.37,0.62,2.74,118,0.55,0.57,0.56
2021,7,7.93,69.81,0,88.13,0.69,1.19,0.45,0.74,107.5,1.58,3.29,0.72,2.57,111.44,0.55,0.57,0.56
2021,8,8.36,75.31,0,88.18,0.78,1.23,0.45,0.78,116.31,1.7,3.32,0.77,2.55,118.56,0.55,0.56,0.56
2021,9,7.93,73.5,0,88.1,0.79,1.27,0.48,0.78,122.06,1.74,3.39,0.87,2.53,122.62,0.54,0.56,0.55
2021,10,8.48,79.12,0,88.07,0.75,1.31,0.18,1.13,134.75,1.77,3.48,0.53,2.95,138.19,0.54,0.56,0.55
2021,11,8.85,83.06,0.41,88.22,0.57,1.47,0.09,1.38,131.62,1.45,3.66,0.2,3.47,134.06,0.54,0.56,0.55
2021,12,7.32,75.94,0.03,88.25,0.67,1.47,0.08,1.38,171,1.53,3.69,0.19,3.49,122.31,0.54,0.55,0.55
2021,13,6.35,72,0,88.25,0.6,1.47,0.09,1.38,159.62,1.54,3.91,0.2,3.71,146.44,0.54,0.55,0.55
2021,14,6.16,69,0,88.29,0.75,1.43,0.26,1.18,139.69,1.64,3.49,0.48,3,140.44,0.53,0.55,0.55
2021,15,6.23,67.69,0,88.13,0.69,1.36,0.16,1.2,124.75,1.43,3.41,0.3,3.1,125,0.53,0.55,0.55
2021,16,5.55,64.25,0.03,88.02,0.83,1.58,0.34,1.24,134.75,1.73,3.93,0.47,3.45,134.44,0.53,0.55,0.54
2021,17,5.62,59.19,0.04,88.39,0.8,1.29,0.12,1.17,97.56,1.68,3.21,0.16,3.05,98.06,0.53,0.55,0.54
2021,18,6.77,63.81,0,88.36,0.75,1.44,0.14,1.3,108.06,1.53,3.4,0.23,3.16,109.69,0.53,0.55,0.53
2021,19,7.93,85.69,2.39,88.05,0.55,1.45,0.05,1.4,164.94,1.39,3.5,0.12,3.39,163,0.52,0.55,0.55
2021,20,7.45,85.19,4.11,87.98,0.55,1.2,0.05,1.14,169.19,1.46,3.1,0.09,3.02,170.69,0.53,0.55,0.56
2021,21,6.1,70.12,0.23,88.06,0.84,1.67,0.14,1.53,129.56,1.88,3.84,0.36,3.49,133.25,0.53,0.55,0.55
2021,22,5.37,58.88,0,88.28,0.86,1.65,0.18,1.46,116.81,1.74,3.91,0.42,3.48,115.88,0.53,0.55,0.54
2021,23,6.41,72.5,0,88.13,0.79,1.69,0.07,1.62,120.44,1.7,3.87,0.31,3.55,123.06,0.53,0.55,0.54
2021,24,5.86,67.44,0,88.17,0.86,1.76,0.23,1.53,131.12,1.83,4.09,0.34,3.73,130,0.52,0.55,0.53
2021,25,5.55,64.75,0,88.3,0.91,1.66,0.09,1.57,121.38,1.84,3.88,0.06,3.81,120.75,0.52,0.54,0.53
2021,26,5.37,61.81,0,88.24,0.85,1.56,0.23,1.34,125.38,1.73,3.61,0.4,3.21,124.38,0.52,0.54,0.53
2021,27,4.58,50.94,0,88.31,0.88,1.47,0.21,1.26,113.94,1.73,3.45,0.42,3.02,115.5,0.52,0.54,0.52
2021,28,4.09,44.44,0,88.4,0.78,1.37,0.18,1.18,108.31,1.52,3.16,0.4,2.76,109.25,0.52,0.54,0.52
2021,29,4.15,44.31,0,88.32,0.92,1.7,0.18,1.52,131.62,1.81,3.88,0.41,3.48,129.5,0.52,0.53,0.52
2021,30,3.91,47.12,0,88.18,0.96,1.61,0.27,1.34,118.12,1.95,3.77,0.53,3.23,116.44,0.52,0.53,0.52
2021,31,3.91,47.69,0,88.37,0.91,1.62,0.14,1.48,124.19,1.81,3.82,0.36,3.46,124.62,0.51,0.53,0.52
2021,32,4.03,48.44,0,88.5,0.9,1.5,0.33,1.16,120.25,1.78,3.44,0.65,2.79,120.94,0.51,0.52,0.51
2021,33,3.97,43.12,0,88.51,0.9,1.5,0.38,1.12,125.56,1.73,3.48,0.62,2.86,140.56,0.51,0.52,0.51
2021,34,4.7,46.94,0,88.44,0.86,1.59,0.18,1.41,128.75,1.66,3.55,0.26,3.29,127.94,0.51,0.52,0.5
2021,35,4.94,47.81,0,88.47,0.92,1.44,0.26,1.18,114.25,1.76,3.21,0.38,2.84,115.44,0.5,0.52,0.5
2021,36,5.07,49.25,0,88.37,1.02,1.55,0.41,1.14,102.88,1.95,3.38,0.64,2.73,104.56,0.5,0.52,0.5
